Province;Kabupaten;Kecamatan;Kelurahan;latitude;longitude;Kodepos
JAWA BARAT;KABUPATEN SUBANG;TAMBAKDAHAN;WANAJAYA;-6.335707900000001;107.772504;41253
JAWA BARAT;KABUPATEN SUBANG;BINONG;NANGGERANG;-6.4223999;107.772504;41253
JAWA BARAT;KABUPATEN SUBANG;TAMBAKDAHAN;TANJUNGRASA;-6.346525700000001;107.7547383;41253
JAWA BARAT;KABUPATEN SUBANG;TAMBAKDAHAN;BOJONEGARA;-6.3503014;107.8643107;41253
JAWA BARAT;KABUPATEN SUBANG;TAMBAKDAHAN;KERTAJAYA;-6.3342487;107.8139614;41253
JAWA BARAT;KABUPATEN SUBANG;BINONG;KEDIRI;-6.3803634;107.7881503;41253
JAWA BARAT;KABUPATEN SUBANG;BINONG;KARANGWANGI;-6.396679;107.7784261;41253
JAWA BARAT;KABUPATEN SUBANG;BINONG;CICADAS;-6.411562;107.7902707;41253
JAWA BARAT;KABUPATEN SUBANG;BINONG;KARANGSARI;-6.4255999;107.8258075;41253
JAWA BARAT;KABUPATEN SUBANG;CIKAUM;MEKARSARI;-6.3650992;107.7340132;41253
JAWA BARAT;KABUPATEN SUBANG;CIKAUM;SINDANGSARI;-6.4671719;107.7340132;41253
JAWA BARAT;KABUPATEN SUBANG;CIKAUM;GANDASARI;-6.3879458;107.7369738;41253
JAWA BARAT;KABUPATEN SUBANG;SUKASARI;SUKAMAJU;-6.3112701;107.7428952;41254
JAWA BARAT;KABUPATEN SUBANG;LEGONKULON;TEGALURUNG;-6.2513775;107.7813872;41254
JAWA BARAT;KABUPATEN SUBANG;LEGONKULON;KARANGMULYA;-6.2625529;107.8258075;41254
JAWA BARAT;KABUPATEN SUBANG;SUKASARI;SUKASARI;-6.2898629;107.772504;41254
JAWA BARAT;KABUPATEN SUBANG;LEGONKULON;PANGARENGAN;-6.2090478;107.8287691;41254
JAWA BARAT;KABUPATEN SUBANG;LEGONKULON;BOBOS;-6.252377200000001;107.8258075;41254
JAWA BARAT;KABUPATEN SUBANG;LEGONKULON;MAYANGAN;-6.2184143;107.7784261;41254
JAWA BARAT;KABUPATEN SUBANG;PAMANUKAN;MULYASARI;-6.2891167;107.8302499;41254
JAWA BARAT;KABUPATEN SUBANG;PAMANUKAN;LENGKONGJAYA;-6.2731438;107.8139614;41254
JAWA BARAT;KABUPATEN SUBANG;PUSAKAJAYA;RANGDU;-6.3304806;107.9205937;41255
JAWA BARAT;KABUPATEN SUBANG;PUSAKANAGARA;KOTASARI;-6.2867542;107.8613487;41255
JAWA BARAT;KABUPATEN SUBANG;PUSAKANAGARA;GEMPOL;-6.2708656;107.879121;41255
JAWA BARAT;KABUPATEN SUBANG;PUSAKAJAYA;KARANGANYAR;-6.2899694;107.9146687;41255
JAWA BARAT;KABUPATEN SUBANG;CIASEM;SUKAHAJI;-6.3182535;107.6156133;41256
JAWA BARAT;KABUPATEN SUBANG;SUKASARI;MANDALAWANGI;-6.306796;107.7251314;41256
JAWA BARAT;KABUPATEN SUBANG;CIASEM;DUKUH;-6.3455368;107.7103291;41256
JAWA BARAT;KABUPATEN SUBANG;CIPUNAGARA;WANASARI;-6.5242058;107.852463;41257
JAWA BARAT;KABUPATEN SUBANG;CIPUNAGARA;TANJUNG;-6.4718454;107.8880075;41257
JAWA BARAT;KABUPATEN SUBANG;CIPUNAGARA;SIDAMULYA;-6.5255747;107.8850453;41257
JAWA BARAT;KABUPATEN SUBANG;CIPUNAGARA;PADAMULYA;-6.4944115;107.8287691;41257
JAWA BARAT;KABUPATEN SUBANG;CIPUNAGARA;JATI;-6.4660047;107.8376541;41257
JAWA BARAT;KABUPATEN SUBANG;COMPRENG;JATIMULYA;-6.374179499999999;107.8376541;41258
JAWA BARAT;KABUPATEN SUBANG;COMPRENG;COMPRENG;-6.395960700000001;107.8702347;41258
JAWA BARAT;KABUPATEN SUBANG;COMPRENG;KIARASARI;-6.433680000000001;107.8850453;41258
JAWA BARAT;KABUPATEN SUBANG;COMPRENG;MEKARJAYA;-6.3824767;107.8909697;41258
JAWA BARAT;KABUPATEN SUBANG;COMPRENG;SUKATANI;-6.4090262000000005;107.8613487;41258
JAWA BARAT;KABUPATEN SUBANG;COMPRENG;SUKADANA;-6.3994612;107.8435776;41258
JAWA BARAT;KABUPATEN SUBANG;COMPRENG;JATIREJA;-6.408178599999999;107.8850453;41258
JAWA BARAT;KABUPATEN SUBANG;BLANAKAN;MUARA;-6.264431;107.6984879;41259
JAWA BARAT;KABUPATEN SUBANG;BLANAKAN;LANGENSARI;-6.2674892;107.683687;41259
JAWA BARAT;KABUPATEN SUBANG;BLANAKAN;JAYAMUKTI;-6.256291200000001;107.6392892;41259
JAWA BARAT;KABUPATEN SUBANG;PURWADADI;PANYINGKIRAN;-6.4394779;107.6511279;41261
JAWA BARAT;KABUPATEN SUBANG;PURWADADI;PARAPATAN;-6.447165900000001;107.7221709;41261
JAWA BARAT;KABUPATEN SUBANG;PURWADADI;WANAKERTA;-6.4893056;107.6866471;41261
JAWA BARAT;KABUPATEN SUBANG;PATOKBEUSI;TANJUNGRASA KALER;-6.3786725;107.56530890000002;41263
JAWA BARAT;KABUPATEN SUBANG;PATOKBEUSI;GEMPOLSARI;-6.359053299999999;107.6156133;41263
JAWA BARAT;KABUPATEN SUBANG;DAWUAN;SITUSARI;-6.5571641000000005;107.7192104;41271
JAWA BARAT;KABUPATEN SUBANG;DAWUAN;SUKASARI;-6.5452794;107.7295723;41271
JAWA BARAT;KABUPATEN SUBANG;DAWUAN;MARGASARI;-6.580513099999999;107.7103291;41271
JAWA BARAT;KABUPATEN SUBANG;DAWUAN;CISAMPIH;-6.5711368000000006;107.6866471;41271
JAWA BARAT;KABUPATEN SUBANG;DAWUAN;BATUSARI;-6.5158238;107.73105259999998;41271
JAWA BARAT;KABUPATEN SUBANG;CIPEUNDEUY;SAWANGAN;-6.461174199999999;107.6156133;41272
JAWA BARAT;KABUPATEN SUBANG;CIPEUNDEUY;LENGKONG;-6.522529799999999;107.6156133;41272
JAWA BARAT;KABUPATEN SUBANG;CIPEUNDEUY;JALUPANG;-6.552804599999999;107.627451;41272
JAWA BARAT;KABUPATEN SUBANG;CIPEUNDEUY;CIPEUNDEUY;-6.538515900000001;107.5978577;41272
JAWA BARAT;KABUPATEN SUBANG;CIPEUNDEUY;BANGGALAMULYA;-6.5638947;107.6037761;41272
JAWA BARAT;KABUPATEN SUBANG;CIATER;CIBEUSI;-6.752982;107.6896073;41281
JAWA BARAT;KABUPATEN SUBANG;CIATER;CISAAT;-6.705222099999999;107.6629672;41281
JAWA BARAT;KABUPATEN SUBANG;JALANCAGAK;CURUGRENDENG;-6.6869437000000005;107.6718469;41281
JAWA BARAT;KABUPATEN SUBANG;CIATER;NAGRAK;-6.756540299999999;107.6629672;41281
JAWA BARAT;KABUPATEN SUBANG;JALANCAGAK;KUMPAY;-6.6718349;107.7340132;41281
JAWA BARAT;KABUPATEN SUBANG;JALANCAGAK;TAMBAKAN;-6.659786200000001;107.7132895;41281
JAWA BARAT;KABUPATEN SUBANG;CIATER;CIBITUNG;-6.734689100000001;107.6984879;41281
JAWA BARAT;KABUPATEN SUBANG;SAGALAHERANG;LELES;-6.6465839;107.6540877;41282
JAWA BARAT;KABUPATEN SUBANG;SERANGPANJANG;TALAGASARI;-6.6146796000000005;107.6156133;41282
JAWA BARAT;KABUPATEN SUBANG;SAGALAHERANG;CICADAS;-6.727058400000001;107.627451;41282
JAWA BARAT;KABUPATEN SUBANG;SAGALAHERANG;DAYEUHKOLOT;-6.677776700000001;107.6422488;41282
JAWA BARAT;KABUPATEN SUBANG;SERANGPANJANG;CIJENGKOL;-6.6655005;107.627451;41282
JAWA BARAT;KABUPATEN SUBANG;SAGALAHERANG;SUKAMANDI;-6.7065323;107.627451;41282
JAWA BARAT;KABUPATEN SUBANG;KASOMALANG;PASANGGRAHAN;-6.7338084;107.7221709;41283
JAWA BARAT;KABUPATEN SUBANG;KASOMALANG;SINDANGSARI;-6.6997005000000005;107.7428952;41283
JAWA BARAT;KABUPATEN SUBANG;KASOMALANG;BOJONGLOA;-6.6836632;107.7606601;41283
JAWA BARAT;KABUPATEN SUBANG;CISALAK;PAKUHAJI;-6.744092500000001;107.7902707;41283
JAWA BARAT;KABUPATEN SUBANG;KASOMALANG;SUKAMELANG;-6.6778803;107.7784261;41283
JAWA BARAT;KABUPATEN SUBANG;CISALAK;CIMANGGU;-6.749666;107.7784261;41283
JAWA BARAT;KABUPATEN SUBANG;KASOMALANG;TENJOLAYA;-6.6821265;107.8021158;41283
JAWA BARAT;KABUPATEN SUBANG;CISALAK;CISALAK;-6.713983099999999;107.772504;41283
JAWA BARAT;KABUPATEN SUBANG;CISALAK;CIGADOG;-6.7032883000000005;107.7843483;41283
JAWA BARAT;KABUPATEN SUBANG;CISALAK;MAYANG;-6.763270299999999;107.7576992;41283
JAWA BARAT;KABUPATEN SUBANG;TANJUNGSIANG;SINDANGLAYA;-6.7226924;107.8139614;41284
JAWA BARAT;KABUPATEN SUBANG;TANJUNGSIANG;CIBULUH;-6.7128801;107.8021158;41284
JAWA BARAT;KABUPATEN SUBANG;TANJUNGSIANG;CIKAWUNG;-6.7733186000000005;107.8317307;41284
JAWA BARAT;KABUPATEN SUBANG;TANJUNGSIANG;GANDASOLI;-6.699513099999999;107.8169229;41284
JAWA BARAT;KABUPATEN SUBANG;TANJUNGSIANG;KAWUNGLUWUK;-6.7448761;107.8035965;41284
JAWA BARAT;KABUPATEN SUBANG;CIBOGO;MAJASARI;-6.543495;107.8139614;41285
JAWA BARAT;KABUPATEN SUBANG;CIBOGO;CINANGSI;-6.5594818;107.7961932;41285
JAWA BARAT;KABUPATEN SUBANG;CIBOGO;CIBOGO;-6.5537207;107.8139614;41285
JAWA BARAT;KABUPATEN SUBANG;CIBOGO;BALENDUNG;-6.548137400000001;107.7917513;41285
JAWA BARAT;KABUPATEN SUBANG;CIJAMBE;BANTARSARI;-6.6170681;107.7606601;41286
JAWA BARAT;KABUPATEN SUBANG;CIJAMBE;CIJAMBE;-6.624204799999999;107.775465;41286
JAWA BARAT;KABUPATEN SUBANG;CIJAMBE;CIKADU;-6.6389127000000006;107.7932319;41286
JAWA BARAT;KABUPATEN SUBANG;CIJAMBE;CIRANGKONG;-6.6500292000000005;107.7695429;41286
JAWA BARAT;KABUPATEN SUBANG;CIJAMBE;TANJUNGWANGI;-6.5996921;107.7458559;41286
JAWA BARAT;KABUPATEN SUBANG;CIJAMBE;SUKAHURIP;-6.5983927;107.7813872;41286
JAWA BARAT;KABUPATEN KARAWANG;RENGASDENGKLOK;KARYASARI;-6.1988677;107.3050627;41352
JAWA BARAT;KABUPATEN KARAWANG;RENGASDENGKLOK;KERTASARI;-6.132858000000001;107.2991511;41352
JAWA BARAT;KABUPATEN KARAWANG;JAYAKERTA;KERTAJAYA;-6.0819799;107.2991511;41352
JAWA BARAT;KABUPATEN KARAWANG;JAYAKERTA;KEMIRI;-6.1273773;107.3109745;41352
JAWA BARAT;KABUPATEN KARAWANG;PEDES;PAYUNGSARI;-6.0822866;107.3671431;41353
JAWA BARAT;KABUPATEN KARAWANG;PEDES;KERTAMULYA;-6.0857051;107.3405354;41353
JAWA BARAT;KABUPATEN KARAWANG;PEDES;KARANGJAYA;-6.105462200000001;107.3582735;41353
JAWA BARAT;KABUPATEN KARAWANG;PEDES;JATIMULYA;-6.1262027;107.346448;41353
JAWA BARAT;KABUPATEN KARAWANG;PEDES;PUSPASARI;-6.0619541;107.3671431;41353
JAWA BARAT;KABUPATEN KARAWANG;CILEBAR;SUKARATU;-6.1706316;107.3878399;41353
JAWA BARAT;KABUPATEN KARAWANG;CILEBAR;CIKANDE;-6.1449843;107.39375359999998;41353
JAWA BARAT;KABUPATEN KARAWANG;CILEBAR;KERTAMUKTI;-6.1340197;107.4174097;41353
JAWA BARAT;KABUPATEN KARAWANG;PEDES;LABANJAYA;-6.0992032;107.39375359999998;41353
JAWA BARAT;KABUPATEN KARAWANG;PEDES;MALANGSARI;-6.1060483;107.3405354;41353
JAWA BARAT;KABUPATEN KARAWANG;BATUJAYA;KARYAMULYA;-6.0846888;107.216403;41354
JAWA BARAT;KABUPATEN KARAWANG;BATUJAYA;BATUJAYA;-6.0605989000000005;107.1750393;41354
JAWA BARAT;KABUPATEN KARAWANG;PAKISJAYA;TANAHBARU;-6.0082568;107.1425442;41355
JAWA BARAT;KABUPATEN KARAWANG;PAKISJAYA;TANJUNGMEKAR;-5.9817215;107.0982397;41355
JAWA BARAT;KABUPATEN KARAWANG;PAKISJAYA;TELUKBUYUNG;-6.0513825;107.1454981;41355
JAWA BARAT;KABUPATEN KARAWANG;CIBUAYA;JAYAMULYA;-6.0314687000000005;107.3671431;41356
JAWA BARAT;KABUPATEN KARAWANG;CIBUAYA;SUKASARI;-6.0759246;107.3287106;41356
JAWA BARAT;KABUPATEN KARAWANG;CIBUAYA;KEDUNGJAYA;-6.0224668;107.3316667;41356
JAWA BARAT;KABUPATEN KARAWANG;CIBUAYA;PEJATEN;-6.044846400000001;107.346448;41356
JAWA BARAT;KABUPATEN KARAWANG;CIBUAYA;KERTARAHAYU;-6.072897;107.3434916;41356
JAWA BARAT;KABUPATEN KARAWANG;CIBUAYA;KEDUNGJERUK;-6.0507016;107.3227984;41356
JAWA BARAT;KABUPATEN KARAWANG;TIRTAJAYA;SRIJAYA;-6.0469697;107.281417;41357
JAWA BARAT;KABUPATEN KARAWANG;TIRTAJAYA;SUMURLABAN;-6.052438400000001;107.269595;41357
JAWA BARAT;KABUPATEN KARAWANG;TIRTAJAYA;TAMBAKSARI;-6.0104846;107.2311774;41357
JAWA BARAT;KABUPATEN KARAWANG;KUTAWALUYA;SINDANGSARI;-6.1738697;107.3671431;41358
JAWA BARAT;KABUPATEN KARAWANG;KUTAWALUYA;WALUYA;-6.1669231;107.346448;41358
JAWA BARAT;KABUPATEN KARAWANG;KUTAWALUYA;SINDANGKARYA;-6.2027749000000005;107.3405354;41358
JAWA BARAT;KABUPATEN KARAWANG;KUTAWALUYA;KUTARAJA;-6.156149299999999;107.3641866;41358
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE TIMUR;SUKALUYU;-6.3425233;107.281417;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE TIMUR;SUKAMAKMUR;-6.3341381;107.29320690000002;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE TIMUR;SUKAHARJA;-6.326796900000001;107.2932396;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE BARAT;MEKARMULYA;-6.3134858;107.2341324;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE BARAT;MARGAMULYA;-6.3793074;107.2518631;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE BARAT;MARGAKAYA;-6.3684762;107.269595;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE BARAT;KARANGMULYA;-6.3388256;107.2400425;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE TIMUR;WADAS;-6.3260742;107.2769837;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE BARAT;MULYAJAYA;-6.3290099;107.22822250000002;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE BARAT;WANASARI;-6.3619221;107.2370874;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE BARAT;WANAKERTA;-6.3752069;107.2223127;41361
JAWA BARAT;KABUPATEN KARAWANG;TELUKJAMBE BARAT;WANAJAYA;-6.4028253;107.2370874;41361
JAWA BARAT;KABUPATEN KARAWANG;PANGKALAN;TAMANSARI;-6.4531737;107.2607289;41362
JAWA BARAT;KABUPATEN KARAWANG;PANGKALAN;KERTASARI;-6.4961944;107.2016295;41362
JAWA BARAT;KABUPATEN KARAWANG;PANGKALAN;CINTAASIH;-6.5033651;107.216403;41362
JAWA BARAT;KABUPATEN KARAWANG;CIAMPEL;TEGALEGA;-6.4828334000000005;107.3641866;41363
JAWA BARAT;KABUPATEN KARAWANG;CIAMPEL;MULYASARI;-6.429011599999999;107.3671431;41363
JAWA BARAT;KABUPATEN KARAWANG;CIAMPEL;KUTAMEKAR;-6.3764628;107.3346229;41363
JAWA BARAT;KABUPATEN KARAWANG;MAJALAYA;PASIRMULYA;-6.313152400000001;107.39375359999998;41371
JAWA BARAT;KABUPATEN KARAWANG;KLARI;BELENDUNG;-6.338877200000001;107.3878399;41371
JAWA BARAT;KABUPATEN KARAWANG;KLARI;CIMAHI;-6.4081498;107.3789697;41371
JAWA BARAT;KABUPATEN KARAWANG;KLARI;CURUG;-6.436167500000001;107.3819264;41371
JAWA BARAT;KABUPATEN KARAWANG;KLARI;KARANGANYAR;-6.4482302;107.4026244;41371
JAWA BARAT;KABUPATEN KARAWANG;KLARI;KIARAPAYUNG;-6.3809612;107.3523607;41371
JAWA BARAT;KABUPATEN KARAWANG;KLARI;KLARI;-6.352151200000001;107.3730563;41371
JAWA BARAT;KABUPATEN KARAWANG;KLARI;PANCAWATI;-6.3697225;107.3819264;41371
JAWA BARAT;KABUPATEN KARAWANG;MAJALAYA;BENGLE;-6.3245752;107.3582735;41371
JAWA BARAT;KABUPATEN KARAWANG;KARAWANG TIMUR;MARGASARI;-6.3054002;107.32023329999998;41371
JAWA BARAT;KABUPATEN KARAWANG;TIRTAMULYA;BOJONGSARI;-6.3274519;107.4602919;41372
JAWA BARAT;KABUPATEN KARAWANG;TIRTAMULYA;CIPONDOH;-6.323166400000001;107.47360159999998;41372
JAWA BARAT;KABUPATEN KARAWANG;TIRTAMULYA;KARANGJAYA;-6.3721695;107.4588131;41372
JAWA BARAT;KABUPATEN KARAWANG;TIRTAMULYA;TIRTASARI;-6.3421497;107.441068;41372
JAWA BARAT;KABUPATEN KARAWANG;TIRTAMULYA;KAMURANG;-6.3407198;107.4824751;41372
JAWA BARAT;KABUPATEN KARAWANG;PURWASARI;CENGKONG;-6.364002200000001;107.3996674;41373
JAWA BARAT;KABUPATEN KARAWANG;PURWASARI;KARANGSARI;-6.3529724000000005;107.4233241;41373
JAWA BARAT;KABUPATEN KARAWANG;PURWASARI;MEKARJAYA;-6.3865555;107.3958812;41373
JAWA BARAT;KABUPATEN KARAWANG;PURWASARI;TEGALSARI;-6.3668618;107.42776;41373
JAWA BARAT;KABUPATEN KARAWANG;PURWASARI;PURWASARI;-6.3942441;107.4114955;41373
JAWA BARAT;KABUPATEN KARAWANG;PURWASARI;SUKASARI;-6.3736041;107.4174097;41373
JAWA BARAT;KABUPATEN KARAWANG;KOTABARU;PUCUNG;-6.37666;107.4765594;41374
JAWA BARAT;KABUPATEN KARAWANG;JATISARI;SUKAMEKAR;-6.3196977;107.500223;41374
JAWA BARAT;KABUPATEN KARAWANG;JATISARI;JATIBARU;-6.3337745000000005;107.5357224;41374
JAWA BARAT;KABUPATEN KARAWANG;BANYUSARI;TANJUNG;-6.291343;107.50909740000002;41374
JAWA BARAT;KABUPATEN KARAWANG;BANYUSARI;PAMEKARAN;-6.3211244;107.532764;41374
JAWA BARAT;KABUPATEN KARAWANG;BANYUSARI;MEKARASIH;-6.2870638;107.5593913;41374
JAWA BARAT;KABUPATEN KARAWANG;BANYUSARI;GEMBONGAN;-6.3031733;107.5357224;41374
JAWA BARAT;KABUPATEN KARAWANG;BANYUSARI;BANYUASIH;-6.2799276;107.544598;41374
JAWA BARAT;KABUPATEN KARAWANG;BANYUSARI;JAYAMUKTI;-6.3096975;107.56826770000002;41374
JAWA BARAT;KABUPATEN KARAWANG;JATISARI;JATISARI;-6.3645974;107.5298055;41374
JAWA BARAT;KABUPATEN KARAWANG;JATISARI;KALIJATI;-6.3654204000000005;107.5061393;41374
JAWA BARAT;KABUPATEN KARAWANG;JATISARI;PACING;-6.329492;107.51205559999998;41374
JAWA BARAT;KABUPATEN KARAWANG;JATISARI;MEKARSARI;-6.365009;107.5179721;41374
JAWA BARAT;KABUPATEN KARAWANG;JATISARI;JATIWANGI;-6.3484642;107.5534739;41374
JAWA BARAT;KABUPATEN KARAWANG;TALAGASARI;TALAGASARI;-6.282943799999999;107.3819264;41381
JAWA BARAT;KABUPATEN KARAWANG;TALAGASARI;KALISARI;-6.2456439;107.4292386;41381
JAWA BARAT;KABUPATEN KARAWANG;TALAGASARI;PULOSARI;-6.2539096;107.4484616;41381
JAWA BARAT;KABUPATEN KARAWANG;RAWAMERTA;MEKARJAYA;-6.2394472;107.3109745;41382
JAWA BARAT;KABUPATEN KARAWANG;RAWAMERTA;PANYINGKIRAN;-6.2176643;107.3523607;41382
JAWA BARAT;KABUPATEN KARAWANG;RAWAMERTA;PURWAMEKAR;-6.249446400000001;107.3168864;41382
JAWA BARAT;KABUPATEN KARAWANG;RAWAMERTA;SEKARWANGI;-6.2237551;107.3227984;41382
JAWA BARAT;KABUPATEN KARAWANG;RAWAMERTA;SUKAPURA;-6.222163;107.3700997;41382
JAWA BARAT;KABUPATEN KARAWANG;RAWAMERTA;CIBADAK;-6.2421504;107.3819264;41382
JAWA BARAT;KABUPATEN KARAWANG;RAWAMERTA;BALONGSARI;-6.2388496;107.3287106;41382
JAWA BARAT;KABUPATEN KARAWANG;RAWAMERTA;PASIRKALIKI;-6.2535473;107.346448;41382
JAWA BARAT;KABUPATEN KARAWANG;LEMAHABANG;PASIRTANJUNG;-6.326838;107.441068;41383
JAWA BARAT;KABUPATEN KARAWANG;LEMAHABANG;LEMAHABANG;-6.8327841000000005;108.6116249;41383
JAWA BARAT;KABUPATEN KARAWANG;LEMAHABANG;KEDAWUNG;-6.2949007;107.4425467;41383
JAWA BARAT;KABUPATEN KARAWANG;LEMAHABANG;KARYAMUKTI;-6.2750193;107.4647284;41383
JAWA BARAT;KABUPATEN KARAWANG;LEMAHABANG;KARANGTANJUNG;-6.3113272;107.4469829;41383
JAWA BARAT;KABUPATEN KARAWANG;LEMAHABANG;CIWARINGIN;-6.322751;107.4114955;41383
JAWA BARAT;KABUPATEN KARAWANG;CILAMAYA WETAN;SUKATANI;-6.2312258;107.5534739;41384
JAWA BARAT;KABUPATEN KARAWANG;CILAMAYA WETAN;TEGALSARI;-6.2703485;107.5638295;41384
JAWA BARAT;KABUPATEN KARAWANG;CILAMAYA KULON;KIARA;-6.2738048;107.500223;41384
JAWA BARAT;KABUPATEN KARAWANG;CILAMAYA KULON;SUKAJAYA;-6.2029291;107.5461756;41384
JAWA BARAT;KABUPATEN KARAWANG;CILAMAYA KULON;SUKAMULYA;-6.2322348;107.5238888;41384
JAWA BARAT;KABUPATEN KARAWANG;CILAMAYA KULON;SUMURGEDE;-6.190259200000001;107.485433;41384
JAWA BARAT;KABUPATEN KARAWANG;CILAMAYA WETAN;CIKARANG;-6.2621933;107.5416395;41384
JAWA BARAT;KABUPATEN KARAWANG;CILAMAYA WETAN;CIKALONG;-6.2566928;107.5534739;41384
JAWA BARAT;KABUPATEN KARAWANG;TEMPURAN;PURWAJAYA;-6.2087792;107.4647284;41385
JAWA BARAT;KABUPATEN KARAWANG;TEMPURAN;PAGADUNGAN;-6.2040867;107.4528979;41385
JAWA BARAT;KABUPATEN KARAWANG;CILEBAR;TANJUNGSARI;-6.1588673;107.43515320000002;41385
JAWA BARAT;KABUPATEN KARAWANG;TEMPURAN;SUMBERJAYA;-6.1633613;107.4528979;41385
JAWA BARAT;KABUPATEN KARAWANG;TEMPURAN;TANJUNGJAYA;-6.1482945;107.4469829;41385
JAWA BARAT;KABUPATEN KARAWANG;TEMPURAN;TEMPURAN;-6.1727441;107.4765594;41385
BANTEN;KOTA SERANG;SERANG;CIMUNCANG;-6.113013700000001;106.16103429999998;42111
BANTEN;KOTA SERANG;SERANG;KOTABARU;-6.1139011;106.1529477;42112
BANTEN;KOTA SERANG;SERANG;KAGUNGAN;-6.104468499999999;106.1478019;42114
BANTEN;KOTA SERANG;SERANG;SUKAWANA;-6.1287221;106.1492721;42116
BANTEN;KOTA SERANG;CIPOCOK JAYA;BANJARAGUNG;-6.1297408;106.199266;42122
BANTEN;KOTA SERANG;CIPOCOK JAYA;BANJARSARI;-6.1505703;106.18750159999998;42123
BANTEN;KOTA SERANG;CIPOCOK JAYA;TEMBONG;-6.1594294000000005;106.1492721;42126
BANTEN;KABUPATEN SERANG;KRAMATWATU;PAMENGKANG;-6.0395174;106.140451;42161
BANTEN;KABUPATEN SERANG;KRAMATWATU;PEJATEN;-6.047983;106.11399;42161
BANTEN;KABUPATEN SERANG;KRAMATWATU;MARGASANA;-6.0626018;106.1375107;42161
BANTEN;KABUPATEN SERANG;KRAMATWATU;WANAYASA;-6.0447281;106.0948815;42161
BANTEN;KABUPATEN SERANG;KRAMATWATU;SERDANG;-6.0282541;106.0904721;42161
BANTEN;KOTA SERANG;TAKTAKAN;PANCUR;-6.135103599999999;106.1081103;42162
BANTEN;KOTA SERANG;TAKTAKAN;KURANJI;-6.129625099999999;106.1198699;42162
BANTEN;KOTA SERANG;TAKTAKAN;TAMANBARU;-6.0834082;106.12575;42162
BANTEN;KOTA SERANG;TAKTAKAN;SEPANG;-6.1447981;106.12575;42162
BANTEN;KABUPATEN SERANG;PABUARAN;SINDANGSARI;-6.1933524;106.1286901;42163
BANTEN;KABUPATEN SERANG;GUNUNG SARI;GUNUNGSARI;-6.1628683;106.0375673;42163
BANTEN;KABUPATEN SERANG;GUNUNG SARI;LUWUK;-6.1279206;106.0081819;42163
BANTEN;KABUPATEN SERANG;GUNUNG SARI;TAMIANG;-6.146604;106.0669571;42163
BANTEN;KABUPATEN SERANG;PABUARAN;CURUG SULANJANA;-6.136904400000001;106.0493226;42163
BANTEN;KABUPATEN SERANG;PABUARAN;PABUARAN;-6.207528900000001;106.0845931;42163
BANTEN;KABUPATEN SERANG;PABUARAN;PASANGGRAHAN;-6.2016236;106.0684267;42163
BANTEN;KABUPATEN SERANG;GUNUNG SARI;CIHERANG;-6.1754037;106.0463837;42163
BANTEN;KABUPATEN SERANG;CIOMAS;SUKADANA;-6.2089844;106.0375673;42164
BANTEN;KABUPATEN SERANG;CIOMAS;SUKABARES;-6.223128099999999;106.0360979;42164
BANTEN;KABUPATEN SERANG;CIOMAS;CEMPLANG;-6.2490914;106.0669571;42164
BANTEN;KABUPATEN SERANG;CIOMAS;UJUNGTEBU;-6.2588897;105.9993672;42164
BANTEN;KABUPATEN SERANG;CIOMAS;CITAMAN;-6.2450599;106.0316898;42164
BANTEN;KABUPATEN SERANG;MANCAK;SANGIANG;-6.1083364;105.9788011;42165
BANTEN;KABUPATEN SERANG;MANCAK;SIGEDONG;-6.0714537;106.01405859999998;42165
BANTEN;KABUPATEN SERANG;MANCAK;TALAGA;-6.093850499999999;106.0346285;42165
BANTEN;KABUPATEN SERANG;MANCAK;WARINGIN;-6.0779868;105.9670501;42165
BANTEN;KABUPATEN SERANG;MANCAK;WINONG;-6.0622867;105.9788011;42165
BANTEN;KABUPATEN SERANG;MANCAK;LABUHAN;-6.0924495;105.9964291;42165
BANTEN;KABUPATEN SERANG;MANCAK;PASIRWARU;-6.1037513;105.9611748;42165
BANTEN;KABUPATEN SERANG;MANCAK;CIKEDUNG;-6.1471862;105.9641124;42165
BANTEN;KABUPATEN SERANG;ANYAR;ANYAR;-6.0524083;105.9244585;42166
BANTEN;KABUPATEN SERANG;ANYAR;SINDANGMANDI;-6.117171900000001;105.9406128;42166
BANTEN;KABUPATEN SERANG;ANYAR;SINDANGKARYA;-6.0974027;105.9171161;42166
BANTEN;KABUPATEN SERANG;ANYAR;MEKARSARI;-6.0629032;105.9156477;42166
BANTEN;KABUPATEN SERANG;ANYAR;CIKONENG;-6.0776348;105.8936224;42166
BANTEN;KABUPATEN SERANG;CINANGKA;MEKARSARI;-6.1358972000000005;105.9141793;42167
